263 steps found in LR directions.
GSC CLG RPF
Found ( DBP , PCV )
New curr PCV after R and step 15680
Found ( NMT , RMQ )
New curr NMT after L and step 15681
Found ( JST , CCV )
New curr CCV after R and step 15682
Found ( JFH , QNK )
New curr JFH after L and step 15683
Found ( TCH , DCB )
New curr DCB after R and step 15684
Found ( FRB , TDN )
New curr TDN after R and step 15685
Found ( TPB , BBD )
New curr TPB after L and step 15686
Found ( MQR , JXH )
New curr MQR after L and step 15687
Found ( VRG , BRX )
New curr BRX after R and step 15688
Found ( PFM , JTS )
New curr JTS after R and step 15689
Found ( GTF , KBP )
New curr GTF after L and step 15690
Found ( QTJ , QTJ )
New curr QTJ after L and step 15691
Found ( TVT , NBP )
New curr NBP after R and step 15692
Found ( GKC , HKC )
New curr GKC after L and step 15693
Found ( NDF , QGS )
New curr QGS after R and step 15694
Found ( RTX , PLK )
New curr PLK after R and step 15695
Found ( RJR , JJF )
New curr RJR after L and step 15696
Found ( BNG , DNT )
New curr DNT after R and step 15697
Found ( KLS , RNC )
New curr RNC after R and step 15698
Found ( SMQ , FPM )
New curr FPM after R and step 15699
Found ( LRR , HJP )
New curr LRR after L and step 15700
Found ( KGF , SRS )
New curr SRS after R and step 15701
Found ( MRL , VKB )
New curr MRL after L and step 15702
Found ( BKV , NMK )
New curr NMK after R and step 15703
Found ( PSR , NKS )
New curr PSR after L and step 15704
Found ( DHF , FPL )
New curr FPL after R and step 15705
Found ( SDB , VQV )
New curr SDB after L and step 15706
Found ( RFL , BPB )
New curr BPB after R and step 15707
Found ( DMH , NNT )
New curr NNT after R and step 15708
Found ( BSR , FQV )
New curr FQV after R and step 15709
Found ( HKH , VRD )
New curr HKH after L and step 15710
Found ( FGM , TJN )
New curr TJN after R and step 15711
Found ( PJB , NTQ )
New curr NTQ after R and step 15712
Found ( RMN , HLB )
New curr RMN after L and step 15713
Found ( XHH , XNC )
New curr XNC after R and step 15714
Found ( LTX , PHJ )
New curr PHJ after R and step 15715
Found ( XFB , CGP )
New curr XFB after L and step 15716
Found ( NKP , FBF )
New curr FBF after R and step 15717
Found ( XCH , XNH )
New curr XNH after R and step 15718
Found ( JJJ , DHC )
New curr JJJ after L and step 15719
Found ( FNH , QGV )
New curr QGV after R and step 15720
Found ( RFD , KQV )
New curr KQV after R and step 15721
Found ( QRN , KDK )
New curr QRN after L and step 15722
Found ( LHL , XSG )
New curr XSG after R and step 15723
Found ( LBV , HSC )
New curr HSC after R and step 15724
Found ( STJ , HHF )
New curr STJ after L and step 15725
Found ( GSF , XQC )
New curr XQC after R and step 15726
Found ( KPM , DRC )
New curr KPM after L and step 15727
Found ( RBC , THN )
New curr THN after R and step 15728
Found ( QVH , DVT )
New curr DVT after R and step 15729
Found ( NMB , LCB )
New curr LCB after R and step 15730
Found ( DGD , QRQ )
New curr DGD after L and step 15731
Found ( MTL , NTG )
New curr NTG after R and step 15732
Found ( DPX , CBV )
New curr CBV after R and step 15733
Found ( CGB , PGV )
New curr PGV after R and step 15734
Found ( VCG , VXJ )
New curr VCG after L and step 15735
Found ( VDG , LBP )
New curr LBP after R and step 15736
Found ( PCJ , MCK )
New curr MCK after R and step 15737
Found ( NJD , XDX )
New curr XDX after R and step 15738
Found ( HPH , VFJ )
New curr HPH after L and step 15739
Found ( HHJ , VKM )
New curr VKM after R and step 15740
Found ( QFF , NLD )
New curr QFF after L and step 15741
Found ( NTD , VCM )
New curr VCM after R and step 15742
Found ( QVX , RTD )
New curr QVX after L and step 15743
Found ( KBS , GDV )
New curr KBS after L and step 15744
Found ( VRC , TQH )
New curr TQH after R and step 15745
Found ( KJG , MQD )
New curr MQD after R and step 15746
Found ( JNF , LSR )
New curr JNF after L and step 15747
Found ( FFJ , DMT )
New curr DMT after R and step 15748
Found ( RHS , JNG )
New curr JNG after R and step 15749
Found ( KBM , KLG )
New curr KLG after R and step 15750
Found ( DBP , PCV )
New curr DBP after L and step 15751
Found ( RMQ , NMT )
New curr NMT after R and step 15752
Found ( JST , CCV )
New curr CCV after R and step 15753
Found ( JFH , QNK )
New curr JFH after L and step 15754
Found ( TCH , DCB )
New curr DCB after R and step 15755
Found ( FRB , TDN )
New curr FRB after L and step 15756
Found ( BBD , TPB )
New curr TPB after R and step 15757
Found ( MQR , JXH )
New curr JXH after R and step 15758
Found ( VRG , BRX )
New curr BRX after R and step 15759
Found ( PFM , JTS )
New curr PFM after L and step 15760
Found ( GTF , GTF )
New curr GTF after R and step 15761
Found ( QTJ , QTJ )
New curr QTJ after R and step 15762
Found ( TVT , NBP )
New curr TVT after L and step 15763
Found ( GKC , HKC )
New curr HKC after R and step 15764
Found ( NDF , QGS )
New curr QGS after R and step 15765
Found ( RTX , PLK )
New curr PLK after R and step 15766
Found ( RJR , JJF )
New curr RJR after L and step 15767
Found ( BNG , DNT )
New curr DNT after R and step 15768
Found ( KLS , RNC )
New curr RNC after R and step 15769
Found ( SMQ , FPM )
New curr SMQ after L and step 15770
Found ( HJP , LRR )
New curr HJP after L and step 15771
Found ( KGF , SRS )
New curr SRS after R and step 15772
Found ( MRL , VKB )
New curr VKB after R and step 15773
Found ( NMK , BKV )
New curr NMK after L and step 15774
Found ( PSR , NKS )
New curr PSR after L and step 15775
Found ( DHF , FPL )
New curr DHF after L and step 15776
Found ( VQV , SDB )
New curr SDB after R and step 15777
Found ( RFL , BPB )
New curr BPB after R and step 15778
Found ( DMH , NNT )
New curr NNT after R and step 15779
Found ( BSR , FQV )
New curr FQV after R and step 15780
Found ( HKH , VRD )
New curr HKH after L and step 15781
Found ( FGM , TJN )
New curr TJN after R and step 15782
Found ( PJB , NTQ )
New curr NTQ after R and step 15783
Found ( RMN , HLB )
New curr RMN after L and step 15784
Found ( XHH , XNC )
New curr XHH after L and step 15785
Found ( LTX , PHJ )
New curr PHJ after R and step 15786
Found ( XFB , CGP )
New curr CGP after R and step 15787
Found ( NKP , FBF )
New curr NKP after L and step 15788
Found ( XCH , XNH )
New curr XCH after L and step 15789
Found ( JJJ , DHC )
New curr DHC after R and step 15790
Found ( QGV , FNH )
New curr FNH after R and step 15791
Found ( KQV , RFD )
New curr RFD after R and step 15792
Found ( QRN , KDK )
New curr QRN after L and step 15793
Found ( LHL , XSG )
New curr XSG after R and step 15794
Found ( LBV , HSC )
New curr LBV after L and step 15795
Found ( HHF , STJ )
New curr STJ after R and step 15796
Found ( GSF , XQC )
New curr XQC after R and step 15797
Found ( KPM , DRC )
New curr KPM after L and step 15798
Found ( RBC , THN )
New curr THN after R and step 15799
Found ( QVH , DVT )
New curr QVH after L and step 15800
Found ( LCB , NMB )
New curr NMB after R and step 15801
Found ( QRQ , DGD )
New curr QRQ after L and step 15802
Found ( NTG , MTL )
New curr MTL after R and step 15803
Found ( DPX , CBV )
New curr CBV after R and step 15804
Found ( CGB , PGV )
New curr CGB after L and step 15805
Found ( VXJ , VCG )
New curr VCG after R and step 15806
Found ( VDG , LBP )
New curr VDG after L and step 15807
Found ( MCK , PCJ )
New curr PCJ after R and step 15808
Found ( XDX , NJD )
New curr XDX after L and step 15809
Found ( HPH , VFJ )
New curr VFJ after R and step 15810
Found ( HHJ , VKM )
New curr HHJ after L and step 15811
Found ( QFF , NLD )
New curr QFF after L and step 15812
Found ( NTD , VCM )
New curr NTD after L and step 15813
Found ( RTD , QVX )
New curr QVX after R and step 15814
Found ( KBS , GDV )
New curr GDV after R and step 15815
Found ( TQH , VRC )
New curr VRC after R and step 15816
Found ( MQD , KJG )
New curr MQD after L and step 15817
Found ( JNF , LSR )
New curr LSR after R and step 15818
Found ( FFJ , DMT )
New curr FFJ after L and step 15819
Found ( JNG , RHS )
New curr RHS after R and step 15820
Found ( KBM , KLG )
New curr KLG after R and step 15821
Found ( DBP , PCV )
New curr DBP after L and step 15822
Found ( RMQ , NMT )
New curr RMQ after L and step 15823
Found ( CCV , JST )
New curr JST after R and step 15824
Found ( JFH , QNK )
New curr JFH after L and step 15825
Found ( TCH , DCB )
New curr DCB after R and step 15826
Found ( FRB , TDN )
New curr TDN after R and step 15827
Found ( TPB , BBD )
New curr BBD after R and step 15828
Found ( MQR , JXH )
New curr MQR after L and step 15829
Found ( VRG , BRX )
New curr BRX after R and step 15830
Found ( PFM , JTS )
New curr JTS after R and step 15831
Found ( GTF , KBP )
New curr KBP after R and step 15832
Found ( QTJ , ZZZ )
New curr QTJ after L and step 15833
Found ( TVT , NBP )
New curr NBP after R and step 15834
Found ( GKC , HKC )
New curr GKC after L and step 15835
Found ( NDF , QGS )
New curr QGS after R and step 15836
Found ( RTX , PLK )
New curr RTX after L and step 15837
Found ( RJR , JJF )
New curr JJF after R and step 15838
Found ( DNT , BNG )
New curr BNG after R and step 15839
Found ( RNC , KLS )
New curr KLS after R and step 15840
Found ( FPM , SMQ )
New curr FPM after L and step 15841
Found ( LRR , HJP )
New curr LRR after L and step 15842
Found ( KGF , SRS )
New curr SRS after R and step 15843
Found ( MRL , VKB )
New curr VKB after R and step 15844
Found ( NMK , BKV )
New curr NMK after L and step 15845
Found ( PSR , NKS )
New curr PSR after L and step 15846
Found ( DHF , FPL )
New curr FPL after R and step 15847
Found ( SDB , VQV )
New curr SDB after L and step 15848
Found ( RFL , BPB )
New curr BPB after R and step 15849
Found ( DMH , NNT )
New curr DMH after L and step 15850
Found ( BSR , FQV )
New curr FQV after R and step 15851
Found ( HKH , VRD )
New curr VRD after R and step 15852
Found ( TJN , FGM )
New curr FGM after R and step 15853
Found ( PJB , NTQ )
New curr PJB after L and step 15854
Found ( RMN , HLB )
New curr HLB after R and step 15855
Found ( XHH , XNC )
New curr XHH after L and step 15856
Found ( LTX , PHJ )
New curr LTX after L and step 15857
Found ( XFB , CGP )
New curr CGP after R and step 15858
Found ( NKP , FBF )
New curr FBF after R and step 15859
Found ( XCH , XNH )
New curr XNH after R and step 15860
Found ( JJJ , DHC )
New curr JJJ after L and step 15861
Found ( FNH , QGV )
New curr QGV after R and step 15862
Found ( RFD , KQV )
New curr RFD after L and step 15863
Found ( QRN , KDK )
New curr QRN after L and step 15864
Found ( LHL , XSG )
New curr XSG after R and step 15865
Found ( LBV , HSC )
New curr LBV after L and step 15866
Found ( HHF , STJ )
New curr STJ after R and step 15867
Found ( GSF , XQC )
New curr XQC after R and step 15868
Found ( KPM , DRC )
New curr DRC after R and step 15869
Found ( RBC , THN )
New curr RBC after L and step 15870
Found ( DVT , QVH )
New curr QVH after R and step 15871
Found ( LCB , NMB )
New curr LCB after L and step 15872
Found ( DGD , QRQ )
New curr QRQ after R and step 15873
Found ( NTG , MTL )
New curr MTL after R and step 15874
Found ( DPX , CBV )
New curr CBV after R and step 15875
Found ( CGB , PGV )
New curr CGB after L and step 15876
Found ( VXJ , VCG )
New curr VCG after R and step 15877
Found ( VDG , LBP )
New curr LBP after R and step 15878
Found ( PCJ , MCK )
New curr MCK after R and step 15879
Found ( NJD , XDX )
New curr NJD after L and step 15880
Found ( HPH , VFJ )
New curr HPH after L and step 15881
Found ( HHJ , VKM )
New curr VKM after R and step 15882
Found ( QFF , NLD )
New curr NLD after R and step 15883
Found ( VCM , NTD )
New curr NTD after R and step 15884
Found ( RTD , QVX )
New curr RTD after L and step 15885
Found ( KBS , GDV )
New curr KBS after L and step 15886
Found ( VRC , TQH )
New curr TQH after R and step 15887
Found ( KJG , MQD )
New curr MQD after R and step 15888
Found ( JNF , LSR )
New curr LSR after R and step 15889
Found ( FFJ , DMT )
New curr FFJ after L and step 15890
Found ( JNG , RHS )
New curr RHS after R and step 15891
Found ( KBM , KLG )
New curr KLG after R and step 15892
Found ( DBP , PCV )
New curr DBP after L and step 15893
Found ( RMQ , NMT )
New curr NMT after R and step 15894
Found ( JST , CCV )
New curr CCV after R and step 15895
Found ( JFH , QNK )
New curr QNK after R and step 15896
Found ( TCH , DCB )
New curr TCH after L and step 15897
Found ( TDN , FRB )
New curr TDN after L and step 15898
Found ( TPB , BBD )
New curr BBD after R and step 15899
Found ( MQR , JXH )
New curr JXH after R and step 15900
Found ( VRG , BRX )
New curr BRX after R and step 15901
Found ( PFM , JTS )
New curr PFM after L and step 15902
Found ( GTF , GTF )
New curr GTF after R and step 15903
Found ( QTJ , QTJ )
New curr QTJ after R and step 15904
Found ( TVT , NBP )
New curr TVT after L and step 15905
Found ( GKC , HKC )
New curr HKC after R and step 15906
Found ( NDF , QGS )
New curr QGS after R and step 15907
Found ( RTX , PLK )
New curr RTX after L and step 15908
Found ( RJR , JJF )
New curr JJF after R and step 15909
Found ( DNT , BNG )
New curr BNG after R and step 15910
Found ( RNC , KLS )
New curr RNC after L and step 15911
Found ( SMQ , FPM )
New curr SMQ after L and step 15912
Found ( HJP , LRR )
New curr LRR after R and step 15913
Found ( KGF , SRS )
New curr KGF after L and step 15914
Found ( MRL , VKB )
New curr VKB after R and step 15915
Found ( NMK , BKV )
New curr BKV after R and step 15916
Found ( PSR , NKS )
New curr PSR after L and step 15917
Found ( DHF , FPL )
New curr FPL after R and step 15918
Found ( SDB , VQV )
New curr VQV after R and step 15919
Found ( BPB , RFL )
New curr BPB after L and step 15920
Found ( DMH , NNT )
New curr NNT after R and step 15921
Found ( BSR , FQV )
New curr FQV after R and step 15922
Found ( HKH , VRD )
New curr VRD after R and step 15923
Found ( TJN , FGM )
New curr TJN after L and step 15924
Found ( PJB , NTQ )
New curr NTQ after R and step 15925
Found ( RMN , HLB )
New curr RMN after L and step 15926
Found ( XHH , XNC )
New curr XNC after R and step 15927
Found ( LTX , PHJ )
New curr LTX after L and step 15928
Found ( XFB , CGP )
New curr CGP after R and step 15929
Found ( NKP , FBF )
New curr NKP after L and step 15930
Found ( XCH , XNH )
New curr XNH after R and step 15931
Found ( JJJ , DHC )
New curr JJJ after L and step 15932
Found ( FNH , QGV )
New curr QGV after R and step 15933
Found ( RFD , KQV )
New curr RFD after L and step 15934
Found ( QRN , KDK )
New curr KDK after R and step 15935
Found ( XSG , LHL )
New curr LHL after R and step 15936
Found ( HSC , LBV )
New curr LBV after R and step 15937
Found ( HHF , STJ )
New curr HHF after L and step 15938
Found ( XQC , GSF )
New curr XQC after L and step 15939
Found ( KPM , DRC )
New curr DRC after R and step 15940
Found ( RBC , THN )
New curr RBC after L and step 15941
Found ( DVT , QVH )
New curr QVH after R and step 15942
Found ( LCB , NMB )
New curr NMB after R and step 15943
Found ( QRQ , DGD )
New curr QRQ after L and step 15944
Found ( NTG , MTL )
New curr MTL after R and step 15945
Found ( DPX , CBV )
New curr DPX after L and step 15946
Found ( CGB , PGV )
New curr PGV after R and step 15947
Found ( VCG , VXJ )
New curr VXJ after R and step 15948
Found ( LBP , VDG )
New curr LBP after L and step 15949
Found ( PCJ , MCK )
New curr PCJ after L and step 15950
Found ( XDX , NJD )
New curr NJD after R and step 15951
Found ( HPH , VFJ )
New curr VFJ after R and step 15952
Found ( HHJ , VKM )
New curr HHJ after L and step 15953
Found ( QFF , NLD )
New curr QFF after L and step 15954
Found ( NTD , VCM )
New curr VCM after R and step 15955
Found ( QVX , RTD )
New curr QVX after L and step 15956
Found ( KBS , GDV )
New curr GDV after R and step 15957
Found ( TQH , VRC )
New curr VRC after R and step 15958
Found ( MQD , KJG )
New curr MQD after L and step 15959
Found ( JNF , LSR )
New curr LSR after R and step 15960
Found ( FFJ , DMT )
New curr DMT after R and step 15961
Found ( RHS , JNG )
New curr JNG after R and step 15962
Found ( KBM , KLG )
New curr KBM after L and step 15963
Found ( PCV , DBP )
New curr DBP after R and step 15964
Found ( RMQ , NMT )
New curr RMQ after L and step 15965
Found ( CCV , JST )
New curr JST after R and step 15966
Found ( JFH , QNK )
New curr JFH after L and step 15967
Found ( TCH , DCB )
New curr DCB after R and step 15968
Found ( FRB , TDN )
New curr FRB after L and step 15969
Found ( BBD , TPB )
New curr TPB after R and step 15970
